Hospital,NAME
PLC Beasley,OSS ORTHOPAEDIC SPECIALTY HOSPITAL
PLC Beck,OSU JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE
PLC Bell,OSWEGO COMMUNITY HOSPITAL
PLC Bishop,OSWEGO HOSPITAL
PLC Black,OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV
PLC Blair,OTHELLO COMMUNITY HOSPITAL
PLC Brooks,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC
PLC Brown,OTSEGO MEMORIAL HOSPITAL
PLC Browning,OTTAWA COUNTY HEALTH CENTER
PLC Bryant,OTTO KAISER MEMORIAL HOSPITAL
PLC Buck,OTTUMWA REGIONAL HEALTH CENTER
PLC Burke,OU MEDICAL CENTER
PLC Butler,OU MEDICAL CENTER -THE CHILDREN'S HOSPITAL
PLC Calhoun,OU MEDICAL CENTER EDMOND-ER
PLC Campbell,OUACHITA CO. MEDICAL CENTER
PLC Carey,OUACHITA COMMUNITY HOSPITAL
PLC Carroll,OUR CHILDREN'S HOUSE AT BAYLOR
PLC Carter,OUR CHILDRENS HOUSE
PLC Chapman,OUR COMMUNITY HOSPITAL
PLC Charles,OUR LADY OF BELLEFONTE HOSPITAL
PLC Chavez,OUR LADY OF FATIMA HOSPITAL
PLC Cherry,OUR LADY OF LOURDES MEDICAL CENTER
PLC Cline,OUR LADY OF LOURDES MEMORIAL HOSPITAL
PLC Coleman,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER
PLC Collins,OUR LADY OF PEACE
PLC Conner,OUR LADY OF THE ANGELS HOSPITAL
PLC Conrad,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER
PLC Conway,OUR LADY OF VICTORY HSPTL
PLC Cook,OVERLAKE HOSPITAL MEDICAL CENTER
PLC Cooper,OVERLAND PARK REG MED CTR
PLC Cox,OVERLOOK HOSPITAL
PLC Cruz,OVERLOOK MEDICAL CENTER
PLC Curtis,OVERTON BROOKS VA MEDICAL CENTER
PLC Daniel,OVIEDO MEDICAL CENTER
PLC Daugherty,OWATONNA HOSPITAL
PLC Davis,OWENSBORO HEALTH REGIONAL HOSPITAL
PLC Dean,OZARK HEALTH
PLC Deleon,OZARKS COMMUNITY HOSPITAL
PLC Delgado,OZARKS COMMUNITY HOSPITAL OF GRAVETTE
PLC Dixon,OZARKS MEDICAL CENTER
PLC Dorsey,P & S SURGICAL HOSPITAL
PLC Duncan,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK
PLC Duran,"PACIFIC ALLIANCE MEDICAL CENTER, INC."
PLC Edwards,PACIFIC GROVE HOSPITAL
PLC Ellis,"PACIFIC ORANGE HOSPITAL, LLC"
PLC Estrada,PACIFIC SHORES HOSPITAL
PLC Evans,PACIFICA HOSPITAL OF THE VALLEY
PLC Fernandez,PAGE HOSPITAL
PLC Fisher,PAGE MEMORIAL HOSPITAL
PLC Flores,PAGOSA MOUNTAIN HOSPITAL
PLC Floyd,PALACIOS COMMUNITY MEDICAL CENTER
PLC Fox,PALESTINE REGIONAL MEDICAL CENTER
PLC Frazier,PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS
PLC Freeman,PALI MOMI MEDICAL CENTER
PLC Fritz,PALISADES MEDICAL CENTER
PLC Gaines,PALM BAY HOSPITAL
PLC Garcia,PALM BEACH GARDENS MEDICAL CENTER
PLC Garner,PALMDALE REGIONAL MEDICAL CENTER
PLC Garza,PALMER LUTHERAN HEALTH CENTER
PLC Gibson,PALMERTON HOSPITAL
PLC Gill,PALMETTO GENERAL HOSPITAL
PLC Glass,PALMETTO HEALTH BAPTIST HOSPITAL
PLC Glover,PALMETTO HEALTH BAPTIST PARKRIDGE
PLC Gomez,PALMETTO HEALTH RICHLAND
PLC Gonzales,PALMETTO HEALTH TUOMEY
PLC Gonzalez,PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH
PLC Goodman,PALMS BEHAVIORAL HEALTH
PLC Gordon,PALMS OF PASADENA HOSPITAL
PLC Grant,PALMS WEST HOSPITAL
PLC Graves,PALO ALTO COUNTY HOSPITAL
PLC Gray,PALO PINTO GENERAL HOSPITAL
PLC Green,PALO VERDE BEHAVIORAL HEALTH
PLC Griffin,PALO VERDE HOSPITAL
PLC Grimes,PALOMAR HEALTH DOWNTOWN CAMPUS
PLC Guerra,PALOMAR MEDICAL CENTER
PLC Gutierrez,PALOS COMMUNITY HOSPITAL
PLC Hall,PAM REHABILITATION HOSPITAL OF ALLEN
PLC Hamilton,PAM REHABILITATION HOSPITAL OF BEAUMONT
PLC Hampton,PAM REHABILITATION HOSPITAL OF CENTENNIAL HILLS
PLC Haney,PAM REHABILITATION HOSPITAL OF CLEAR LAKE
PLC Hanson,PAM REHABILITATION HOSPITAL OF TULSA
PLC Hardy,PAM REHABILITATION HOSPITAL OF VICTORIA
PLC Harper,PAM SPECIALITY HOSPITAL OF NEW BRAUNFELS
PLC Harrell,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH
PLC Harris,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI SOUTH
PLC Harrison,PAM SPECIALTY HOSPITAL OF LULING
PLC Hart,PAM SPECIALTY HOSPITAL OF SAN ANTONIO
PLC Hawkins,PAM SPECIALTY HOSPITAL OF TEXARKANA NORTH
PLC Hayes,PAM SPECIALTY HOSPITAL OF TEXARKANA SOUTH
PLC Hensley,PAM SPECIALTY HOSPITAL OF TULSA
PLC Hernandez,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH
PLC Herrera,PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH
PLC Hicks,PAM SPECIALTY HOSPITAL OF WILKES-BARRE
PLC Hill,PAMPA REGIONAL MEDICAL CENTER
PLC Hodge,PANA COMMUNITY HOSPITAL
PLC Hodges,PANOLA MEDICAL CENTER
PLC Howe,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN
PLC Huang,PARADISE VALLEY HOSPITAL
PLC Hughes,PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH
PLC Hull,PARIS COMMUNITY HOSPITAL
PLC Hunt,PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS
PLC Jackson,PARIS REGIONAL MEDICAL CENTER - SOUTH CAMPUS
PLC Jacobs,PARK BRIDGE REHABILITATION AND WELLNESS CENTER
PLC James,"PARK CENTER, INC"
PLC Jefferson,PARK CITY MEDICAL CENTER
PLC Jenkins,PARK NICOLLET METHODIST HOSP
PLC Jennings,PARK PLACE SURGICAL HOSPITAL
PLC Johnson,PARK PLAZA HOSPITAL
PLC Jones,PARK RIDGE HOSPITAL
PLC Jordan,PARK ROYAL HOSPITAL
PLC Joseph,PARKER ADVENTIST HOSPITAL
PLC Keller,PARKER IHS INDIAN HOSPITAL
PLC Kelly,PARKLAND HEALTH CENTER-BONNE TERRE
PLC Key,PARKLAND HEALTH CENTER-FARMINGTON
PLC Kim,PARKLAND MEDICAL CENTER
PLC King,PARKLAND MEMORIAL HOSPITAL
PLC Klein,PARKRIDGE EAST HOSPITAL
PLC Knight,PARKRIDGE MEDICAL CENTER
PLC Landry,PARKRIDGE VALLEY ADULT SERVICES
PLC Leach,PARKRIDGE VALLEY HOSPITAL
PLC Lee,PARKRIDGE WEST HOSPITAL
PLC Lewis,PARKSIDE
PLC Logan,PARKVIEW ADVENTIST MEDICAL CENTER : PARKVIEW MEMORIAL HOSPITAL
PLC Long,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
PLC Lopez,PARKVIEW HOSPITAL
PLC Lowe,PARKVIEW HUNTINGTON HOSPITAL
PLC Macdonald,PARKVIEW LAGRANGE HOSPITAL
PLC Mahoney,PARKVIEW MEDICAL CENTER INC
PLC Maldonado,PARKVIEW NOBLE HOSPITAL
PLC Mann,PARKVIEW REGIONAL HOSPITAL
PLC Marquez,PARKVIEW REGIONAL MEDICAL CENTER
PLC Marsh,PARKVIEW WABASH HOSPITAL
PLC Marshall,PARKVIEW WHITLEY HOSPITAL
PLC Martin,PARKWAY REGIONAL HOSPITAL
PLC Martinez,PARKWAY SURGICAL AND CARDIOVASCULAR HOSPITAL
PLC Mason,PARKWEST MEDICAL CENTER
PLC Mathis,PARKWOOD BEHAVIORAL HEALTH SYSTEM
PLC Mcbride,PARMA COMMUNITY GENERAL HOSPITAL
PLC Mccall,PARMER MEDICAL CENTER
PLC Mccoy,PARRISH MEDICAL CENTER
PLC Mckay,PARSONS STATE HOSPITAL
PLC Medina,PASSAVANT AREA HOSPITAL
PLC Mejia,PATHWAY REHABILITATION HOSPIAL OF BOSSIER
PLC Mendez,PATIENTS CHOICE MEDICAL CENTER
PLC Mendoza,PATIENTS' HOSPITAL OF REDDING
PLC Mercer,PATIENT’S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY
PLC Meyer,PATRICK B HARRIS PSYCHIATRIC HOSPITAL
PLC Meza,PATTON STATE HOSPITAL
PLC Miller,PAUL B HALL REGIONAL MEDICAL CENTER
PLC Mills,PAUL OLIVER MEMORIAL HOSPITAL
PLC Mitchell,PAULDING COUNTY HOSPITAL
PLC Montes,PAULS VALLEY GENERAL HOSPITAL
PLC Montoya,"PAWHUSKA HOSPITAL, INC."
PLC Moore,PAWNEE  VALLEY COMMUNITY HOSPITAL
PLC Morales,PAWNEE COUNTY MEMORIAL HOSPITAL
PLC Moran,PAYSON REGIONAL
PLC Morgan,PEACE HARBOR HOSPITAL
PLC Morris,PEACEHEALTH COTTAGE GROVE COMMUNITY HOSPITAL
PLC Morrison,PEACEHEALTH KETCHIKAN MEDICAL CENTER
PLC Morton,PEACEHEALTH PEACE ISLAND MEDICAL CENTER
PLC Moss,PEACEHEALTH SOUTHWEST MEDICAL CENTER
PLC Moyer,PEACEHEALTH ST JOHN MEDICAL CENTER
PLC Munoz,PEACEHEALTH ST JOHN MEDICAL CENTER - BROADWAY CAMPUS
PLC Murphy,PEACEHEALTH ST. JOSEPH HOSPITAL
PLC Murray,PEACEHEALTH UNITED GENERAL HOSPITAL
PLC Myers,PEACH REGIONAL MEDICAL CENTER
PLC Nelson,PEACHFORD HOSPITAL
PLC Newman,PEAK BEHAVIORAL HEALTH SERVICES
PLC Nichols,PEAK VIEW BEHAVIORAL HEALTH
PLC Norman,PEARL RIVER COUNTY HOSPITAL
PLC Norton,PEARLAND MEDICAL CENTER
PLC Nunez,PECONIC BAY MEDICAL CENTER
PLC Obrien,PECOS COUNTY MEMORIAL HOSPITAL
PLC Oliver,PEKIN MEMORIAL HOSPITAL
PLC Olson,PELHAM MEDICAL CENTER
PLC Ortiz,"PELICAN REHABILITATION HOSPITAL, LLC"
PLC Osborne,PELLA REGIONAL HEALTH CENTER
PLC Owens,PEMBINA COUNTY MEMORIAL HOSPITAL
PLC Parker,PEMISCOT COUNTY HEALTH CENTER
PLC Patterson,PENDER COMMUNITY HOSPITAL
PLC Pearson,"PENDER MEMORIAL HOSPITAL, INC."
PLC Perez,PENINSULA HOSPITAL
PLC Perry,PENINSULA REGIONAL MEDICAL CENTER
PLC Peters,PENN HIGHLANDS BROOKVILLE
PLC Peterson,PENN HIGHLANDS CLEARFIELD
PLC Phillips,PENN HIGHLANDS DUBOIS
PLC Pierce,PENN HIGHLANDS ELK
PLC Pitts,PENN PRESBYTERIAN MEDICAL CENTER
PLC Pope,PENN STATE HERSHEY REHABILITATION HOSPITAL
PLC Powers,PENNSYLVANIA HOSPITAL
PLC Price,PENNSYLVANIA PSYCHIATRIC INSTITUTE
PLC Quinn,PENOBSCOT BAY MEDICAL CENTER
PLC Ramos,PENOBSCOT VALLEY HOSPITAL
PLC Ramsey,PERHAM HEALTH
PLC Rasmussen,PERKINS COUNTY HEALTH SERVICES
PLC Ray,PERMIAN REGIONAL MEDICAL CENTER
PLC Reed,PERRY COMMUNITY HOSPITAL
PLC Reid,PERRY COUNTY GENERAL HOSPITAL
PLC Reyes,PERRY COUNTY MEMORIAL HOSPITAL
PLC Reynolds,PERRY HOSPITAL
PLC Rhodes,PERRY MEMORIAL HOSPITAL
PLC Rich,PERRY POINT VA MEDICAL CENTER
PLC Richardson,PERSHING GENERAL HOSPITAL
PLC Riley,PERSON MEMORIAL HOSPITAL
PLC Ritter,PETALUMA VALLEY HOSPITAL
PLC Roberts,PETERSBURG MEDICAL CENTER
PLC Robertson,PETERSON REGIONAL MEDICAL CENTER
PLC Robinson,PETERSON REHABILITATION HOSPITAL
PLC Rodgers,PHELPS COUNTY REGIONAL MEDICAL CENTER
PLC Rodriguez,PHELPS MEMORIAL HEALTH CENTER
PLC Rogers,PHELPS MEMORIAL HOSPITAL CENTER
PLC Ross,PHILHAVEN
PLC Russell,PHILLIPS COUNTY HOSPITAL
PLC Ryan,PHILLIPS EYE INSTITUTE
PLC Sanchez,PHOEBE PUTNEY MEMORIAL HOSPITAL
PLC Sanders,PHOEBE PUTNEY MEMORIAL HOSPITAL - NORTH CAMPUS
PLC Schmidt,PHOEBE SUMTER MEDICAL CENTER
PLC Schmitt,PHOEBE WORTH MEDICAL CENTER
PLC Schneider,PHOENIX BEHAVIORAL HOSPITAL
PLC Schwartz,PHOENIX CHILDREN'S HOSPITAL
PLC Scott,PHOENIX CHILDREN'S HOSPITAL AT DIGNITY HEALTH'S MERCY GILBERT
PLC Shaw,PHOENIX HOUSE OF NEW ENGLAND - PHOENIX ACADEMY MAINE
PLC Shepherd,PHOENIX INDIAN MEDICAL CENTER
PLC Sheppard,PHOENIX VA HEALTH CARE SYSTEM
PLC Silva,PHOENIXVILLE HOSPITAL
PLC Simmons,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC"
PLC Singh,PHYSICIANS BEHAVIORAL HOSPITAL
PLC Smith,PHYSICIANS CARE SURGICAL HOSPITAL
PLC Snyder,PHYSICIANS MEDICAL CENTER
PLC Soto,PHYSICIANS REGIONAL - COLLIER BOULEVARD
PLC Spence,PHYSICIANS REGIONAL - PINE RIDGE
PLC Stein,PHYSICIANS SURGICAL HOSPITAL - PANHANDLE CAMPUS
PLC Stewart,PHYSICIANS SURGICAL HOSPITAL - QUAIL CREEK
PLC Stone,PHYSICIANS' MEDICAL CENTER LLC
PLC Sullivan,PHYSICIANS' SPECIALTY HOSPITAL
PLC Sutton,PICKENS COUNTY MEDICAL CENTER
PLC Taylor,PIEDMONT FAYETTE HOSPITAL
PLC Thomas,PIEDMONT GERIATRIC HOSPITAL
PLC Thompson,PIEDMONT HENRY HOSPITAL
PLC Todd,PIEDMONT HOSPITAL
PLC Torres,PIEDMONT MEDICAL CENTER
PLC Trujillo,PIEDMONT MOUNTAINSIDE HOSPITAL
PLC Turner,PIEDMONT NEWNAN HOSPITAL
PLC Valdez,PIEDMONT NEWTON HOSPITAL
PLC Vargas,PIGGOTT COMMUNITY HOSPITAL
PLC Vaughn,PIH HOSPITAL - DOWNEY
PLC Wade,PIKE COMMUNITY HOSPITAL
PLC Walker,PIKE COUNTY MEMORIAL HOSPITAL
PLC Wallace,PIKES PEAK REGIONAL HOSPITAL
PLC Ward,PIKEVILLE MEDICAL CENTER
PLC Warren,PINCKNEYVILLE COMMUNITY HOSPITAL
PLC Waters,PINE CREEK MEDICAL CENTER
PLC Watkins,PINE RIDGE HOSPITAL
PLC Watson,PINE VALLEY SPECIALTY HOSPITAL
PLC Weaver,PINECREST REHAB HOSPITAL
PLC Webb,PINEVILLE COMMUNITY HOSPITAL
PLC Webster,PINNACLE HOSPITAL
PLC Wells,PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM
PLC Werner,PINNACLE SPECIALTY HOSPITAL
PLC West,PINNACLEHEALTH COMMUNITY CAMPUS
PLC Whitaker,PINNACLEHEALTH HARRISBURG CAMPUS
PLC White,PIONEER COMMUNITY HOSPITAL
PLC Wiley,PIONEER COMMUNITY HOSPITAL OF ABERDEEN
PLC Williams,PIONEER COMMUNITY HOSPITAL OF EARLY
PLC Williamson,PIONEER HEALTH SERVICES OF NEWTON COUNTY
PLC Willis,PIONEER MEDICAL CENTER - CAH
PLC Wilson,PIONEER MEMORIAL HOSPITAL
PLC Winters,PIONEER MEMORIAL HOSPITAL AND HEALTH SERVICES
PLC Wong,PIONEER SPECIALTY HOSPITAL
PLC Wood,PIONEER VALLEY HOSPITAL
PLC Woods,PIONEERS MEDICAL CENTER
PLC Wright,PIONEERS MEMORIAL HOSPITAL
PLC York,PIPESTONE CO MED C & ASHTON CC
PLC Young,PLACENTIA LINDA HOSPITAL
PLC Zamora,PLAINS MEMORIAL HOSPITAL
PLC Zhang,PLAINS REGIONAL MEDICAL CENTER CLOVIS
PLC Zuniga,PLAINVIEW HOSPITAL
Pace-Gonzalez,PLANO SPECIALTY HOSPITAL
Pacheco-Carlson,PLANO SURGICAL HOSPITAL
Pacheco-Kemp,PLANTATION GENERAL HOSPITAL
Pacheco-Massey,PLATEAU MEDICAL CENTER
Padilla Inc,PLATTE COUNTY MEMORIAL HOSPITAL
Padilla PLC,PLATTE HEALTH CENTER
Padilla Sons and,PLATTE VALLEY MEDICAL CENTER
"Padilla Thompson, and Joseph",PLAZA SPECIALTY HOSPITAL
Padilla and Sons,PLEASANT VALLEY HOSPITAL
Padilla-Flores,PLUM CREEK SPECIALTY HOSPITAL
Page LLC,PLUM VILLAGE HEALTH
Page PLC,PLUMAS DISTRICT HOSPITAL
"Page, Gomez and Ramirez",POCAHONTAS COMMUNITY HOSPITAL
Page-Castillo,POCAHONTAS MEMORIAL HOSPITAL
Palmer Group,POCONO MEDICAL CENTER
Palmer Inc,POINCIANA MEDICAL CENTER
Palmer LLC,POINTE COUPEE GENERAL HOSPITAL
"Palmer Wilson Perry, and",POLK MEDICAL CENTER
"Palmer and Price, Lewis",POMEGRANATE HEALTH SYSTEMS OF COLUMBUS
Palmer-Harris,POMERADO HOSPITAL
Park LLC,POMERENE HOSPITAL
Park Ltd,POMONA VALLEY HOSPITAL MEDICAL CENTER
Park Sons and,PONDERA MEDICAL CENTER
"Park Wells, and Hudson",PONTIAC GENERAL HOSPITAL
"Park and Willis Joseph,",PONTOTOC HEALTH SERVICES
"Parker Duncan, Davis and",POPLAR BLUFF REGIONAL MEDICAL CENTER
Parker Group,POPLAR BLUFF REGIONAL MEDICAL CENTER - SOUTH
Parker LLC,POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD
Parker Sons and,POPLAR COMMUNITY HOSPITAL
"Parker and Gonzales, Clements",POPLAR SPRINGS HOSPITAL
"Parker and Stokes Jimenez,",PORT ST LUCIE HOSPITAL
"Parker, and Nicholson Ortiz","PORTER MEDICAL CENTER, INC."
Parker-Alvarez,PORTER REGIONAL HOSPITAL
Parker-Blair,PORTER-PORTAGE HOSPITAL CAMPUS-ER
Parker-Brown,PORTER-STARKE SERVICES INC
Parker-Coleman,PORTERVILLE DEVELOPMENTAL CENTER
Parker-Fields,PORTLAND VA MEDICAL CENTER
Parker-Fuentes,PORTNEUF MEDICAL CENTER
Parker-Martinez,PORTSMOUTH REGIONAL HOSPITAL
Parker-Mata,POST ACUTE MEDICAL SPECIALTY HOSPITAL OF MILWAUKEE
Parker-Meyer,POST ACUTE SPECIALTY HOSPITAL OF HAMMOND
Parker-Rhodes,POST ACUTE SPECIALTY HOSPITAL OF LAFAYETTE
Parker-Taylor,POTOMAC VALLEY HOSPITAL
Parker-Todd,POTTSTOWN MEMORIAL MEDICAL CENTER
Parker-Whitehead,POUDRE VALLEY HOSPITAL
Parks Group,POWELL VALLEY HOSPITAL
Parks PLC,POWER COUNTY HOSPITAL DISTRICT
Parks-French,PRAGUE COMMUNITY HOSPITAL
Parks-Williams,PRAIRIE COMMUNITY HOSPITAL
Parrish Ltd,PRAIRIE DU CHIEN MEMORIAL HOSPITAL
Parsons PLC,PRAIRIE LAKES HOSPITAL
Parsons-Cole,PRAIRIE RIDGE HOSP HLTH SERV
Parsons-Hughes,PRAIRIE SAINT JOHN'S
Parsons-Martinez,PRAIRIE VIEW INC
"Patel Beard, Ryan and",PRATT REGIONAL MEDICAL CENTER
Patel Group,PRATTVILLE BAPTIST HOSPITAL
Patel LLC,PREMIER SURGICAL INSTITUTE
Patel Ltd,PRESBYTERIAN ESPANOLA HOSPITAL
Patel PLC,PRESBYTERIAN HOSPITAL
Patel-Hanna,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
Patel-Kim,PRESBYTERIAN KASEMAN HOSPITAL
Patel-Moore,PRESBYTERIAN RUST MEDICAL CENTER
Patel-Woods,PRESBYTERIAN ST LUKE'S MEDICAL CENTER
"Patrick Clark and Williams,",PRESENCE COVENANT MEDICAL CENTER
Patrick Group,PRESENCE HOLY FAMILY MEDICAL CENTER
Patrick Ltd,PRESENCE MERCY MEDICAL CENTER
Patrick-Olson,PRESENCE RESURRECTION MEDICAL CENTER
Patterson Group,PRESENCE SAINT ELIZABETH HOSPITAL
Patterson Inc,PRESENCE SAINT JOSEPH HOSPITAL
"Patterson Jones Schmitt, and",PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER
Patterson LLC,PRESENCE ST FRANCIS HOSPITAL
Patterson Ltd,PRESENCE ST JOSEPH MEDICAL CENTER
Patterson PLC,PRESENCE ST MARYS HOSPITAL
"Patterson and Hall, Kidd",PRESENCE UNITED SAMARITANS MEDCTR-LOGAN
"Patterson, Hawkins and Ward",PRESENTATION MEDICAL CENTER
"Patterson, Lucas Torres and",PRESTON MEMORIAL HOSPITAL
Patterson-Barber,PREVOST MEMORIAL HOSPITAL
Patterson-Lopez,PRIDE MEDICAL
Patterson-Mueller,PRIMARY CHILDREN'S MEDICAL CENTER
Patterson-Webb,PRINCE GEORGES HOSPITAL CENTER
Patterson-Young,PRINCETON COMMUNITY HOSPITAL
"Patton and Mclaughlin, Barr",PRINCETON HOUSE BEHAVIORAL HEALTH
"Paul Maxwell Sanchez, and",PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER
Payne Inc,PRISTINE HOSPITAL OF PASADENA
Payne LLC,PROCTOR HOSPITAL
"Payne, Fletcher and Vaughan",PROFESSIONAL HOSP INC - MANATI
"Payne, Kennedy and Bean",PROFESSIONAL HOSPITAL
Payne-Brewer,PROGRESS WEST HEALTHCARE CENTER
Payne-Davis,PROMEDICA BIXBY HOSPITAL
Pearson Group,PROMEDICA HERRICK HOSPITAL
Pearson PLC,PROMEDICA MONROE REGIONAL HOSPITAL
Pearson Sons and,PROMEDICA WILDWOOD ORTHOPEDICA AND SPINE HOSPITAL
"Pearson, Carroll and Lane",PROMISE HOSPITAL BATON ROUGE
Pearson-Adams,PROMISE HOSPITAL OF ASCENSION
Peck PLC,"PROMISE HOSPITAL OF BATON ROUGE, INC."
"Pena Barker, Rose and",PROMISE HOSPITAL OF DALLAS
"Pena Murray, Santos and",PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS
Pena PLC,PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS
Pena-Adkins,PROMISE HOSPITAL OF FLORIDA AT THE VILLAGES
Pena-Stokes,PROMISE HOSPITAL OF FORT MYERS
Perez Group,PROMISE HOSPITAL OF LOUISIANA-BOSSIER CITY CAMPUS
Perez Inc,PROMISE HOSPITAL OF LOUISIANA-SHREVEPORT CAMPUS
"Perez Jones and Wood,",PROMISE HOSPITAL OF MIAMI
Perez LLC,PROMISE HOSPITAL OF MISS-LOU
Perez Ltd,PROMISE HOSPITAL OF OVERLAND PARK
Perez PLC,PROMISE HOSPITAL OF PHOENIX
Perez Sons and,PROMISE HOSPITAL OF SALT LAKE
"Perez and Arnold Lewis,",PROMISE HOSPITAL OF SAN DIEGO
"Perez and Green, Carlson",PROMISE HOSPITAL OF VICKSBURG
"Perez and Serrano Brock,",PROMISE HOSPITAL OF WICHITA FALLS
Perez and Sons,PROSSER MEMORIAL HOSPITAL
"Perez, Benton West and",PROVIDENCE - PARK HOSPITAL
"Perez, Cox and Russo",PROVIDENCE - PROVIDENCE PARK HOSPITAL
"Perez, Larsen and Bass",PROVIDENCE ALASKA MEDICAL CENTER
"Perez, Peterson Reynolds and",PROVIDENCE CENTRALIA HOSPITAL
"Perez, and Smith Burch",PROVIDENCE HEALTH CENTER
Perez-Cox,PROVIDENCE HOLY CROSS MEDICAL CENTER
Perez-Lowe,PROVIDENCE HOLY FAMILY HOSPITAL
Perez-Martinez,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL
Perez-Morgan,PROVIDENCE HOSPITAL
Perez-Nguyen,PROVIDENCE HOSPITAL NORTHEAST
Perez-Russell,PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC
Perez-Serrano,PROVIDENCE KODIAK ISLAND MEDICAL CENTER
Perez-Smith,PROVIDENCE LITTLE CO OF MARY SUBACUTE CARE CENTER
Perez-Sutton,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO
Perez-Turner,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE
Perkins-English,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER
Perkins-Jimenez,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER
Perkins-Jones,PROVIDENCE MEDFORD MEDICAL CENTER
Perkins-Lloyd,PROVIDENCE MEDICAL CENTER
Perkins-Washington,PROVIDENCE MILWAUKIE HOSPITAL
Perry Group,PROVIDENCE MOUNT CARMEL HOSPITAL
Perry Inc,PROVIDENCE NEWBERG MEDICAL CENTER
Perry LLC,PROVIDENCE PORTLAND MEDICAL CENTER
Perry Ltd,PROVIDENCE REGIONAL MEDICAL CENTER  - COLBY
Perry PLC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT/PACIFIC CAMPUS
"Perry and Peterson Carr,",PROVIDENCE SACRED HEART MEDICAL CENTER AND CHILDREN'S HOSPITAL
Perry and Sons,PROVIDENCE SAINT JOSEPH MEDICAL CENTER
"Perry, Dean Pugh and",PROVIDENCE SEASIDE HOSPITAL
Perry-Davis,PROVIDENCE SEWARD MEDICAL CENTER
Perry-Garcia,PROVIDENCE ST JOSEPH MEDICAL CENTER
Perry-Hayes,PROVIDENCE ST VINCENT MEDICAL CENTER
Peters Group,PROVIDENCE ST. JOHN'S HEALTH CENTER
Peters Inc,PROVIDENCE ST. JOSEPH'S HOSPITAL
Peters Ltd,PROVIDENCE ST. MARY MEDICAL CENTER
Peters PLC,PROVIDENCE ST. PETER HOSPITAL
"Peters, Simpson Patel and",PROVIDENCE TARZANA MEDICAL CENTER
Peters-Taylor,PROVIDENCE VALDEZ MEDICAL CENTER
"Petersen Rios Daniels, and",PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER
"Peterson Finley, and Henderson",PROVIDENT HOSPITAL OF CHICAGO
Peterson Group,PROVO CANYON BEHAVIORAL HOSPITAL
Peterson Inc,PROWERS MEDICAL CENTER
Peterson LLC,PSYCHIATRIC INSTITUTE OF WASHINGTON
Peterson Ltd,PUBLIC HEALTH SERV INDIAN HOSP
Peterson PLC,PUERTO RICO CHILDRENS HOSPITAL
Peterson Sons and,PUGET SOUND BEHAVIORAL HEALTH
"Peterson Taylor and Smith,",PULASKI MEMORIAL HOSPITAL
"Peterson, Barnes and Gordon",PULLMAN REGIONAL HOSPITAL
Peterson-Ortiz,PUNGO DISTRICT HOSPITAL CORPORATION
Peterson-Williams,PUNXSUTAWNEY AREA HOSPITAL
Pham Ltd,PURCELL MUNICIPAL HOSPITAL
Pham-Snyder,PUSHMATAHA COUNTY-TOWN OF ANTLERS HOSPITAL AUTHORITY
Phelps Group,PUTNAM COMMUNITY MEDICAL CENTER
"Phelps Martin, and Petersen",PUTNAM COUNTY HOSPITAL
Phelps-Hammond,PUTNAM COUNTY MEMORIAL HOSPITAL
